Dataset,Att,Measure,Acc,SP,EO,PP
S2B3_3,Y,mean,0.7915,-0.489306392932401,-0.1928347165410621,0.1871281910436397
S2B3_3,Y,std,0.0122406426846523,0.0305792665972551,0.0298088094769265,0.0653280476385341
S2B3_4,Y,mean,0.7911000000000001,-0.4872606587721339,-0.1907441623517226,0.1884301696778813
S2B3_4,Y,std,0.0118832281435269,0.0300451008694248,0.0339317784909168,0.0644828938678551
S2B4_0,Y,mean,0.8425,-0.6648921242676163,-0.2711103532189666,0.2741164075873468
S2B4_0,Y,std,0.0120392875389054,0.0210705078517527,0.0730351701465373,0.049802546079618
S2B4_1,Y,mean,0.8423,-0.6628478478433799,-0.2665305870054558,0.271744634999763
S2B4_1,Y,std,0.0085120829152185,0.0227948455607953,0.0561545780527466,0.0541037842597754
S2B4_2,Y,mean,0.8417999999999999,-0.6667488826054093,-0.2772823439363466,0.2758317395893037
S2B4_2,Y,std,0.0130622441495411,0.021211958603798,0.0700866041191287,0.0504062922051911
S2B4_3,Y,mean,0.8433999999999999,-0.6654686086448015,-0.2760135465783385,0.2760145736964896
S2B4_3,Y,std,0.012112436217009,0.0222884517772702,0.0593400895732288,0.051306129639964
